FMT, 128, 89, FMT, BBnNZ, Type,Length,Name,Format,Columns
FMT, 129, 31, PARM, QNf, TimeUS,Name,Value
FMT, 130, 50, GPS, QBIHBcLLeeEefB, TimeUS,Status,GMS,GWk,NSats,HDop,Lat,Lng,RAlt,Alt,Spd,GCrs,VZ,U
FMT, 132, 49, IMU, QffffffIIfBB, TimeUS,GyrX,GyrY,GyrZ,AccX,AccY,AccZ,ErrG,ErrA,Temp,GyHlt,AcHlt
FMT, 133, 75, MSG, QZ, TimeUS,Message
FMT, 134, 39, RCIN, Qhhhhhhhhhhhhhh, TimeUS,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14
FMT, 135, 35, RCOU, Qhhhhhhhhhhhh, TimeUS,Ch1,Ch2,Ch3,Ch4,Ch5,Ch6,Ch7,Ch8,Ch9,Ch10,Ch11,Ch12
FMT, 137, 25, BARO, Qffcf, TimeUS,Alt,Press,Temp,CRt
FMT, 138, 17, POWR, QCCH, TimeUS,Vcc,VServo,Flags
FMT, 145, 45, CMD, QHHHfffffff, TimeUS,CTot,CNum,CId,Prm1,Prm2,Prm3,Prm4,Lat,Lng,Alt
FMT, 146, 20, RAD, QBBBBBHH, TimeUS,RSSI,RemRSSI,TxBuf,Noise,RemNoise,RxErrors,Fixed
FMT, 148, 39, CAM, QIHLLeeccC, TimeUS,GPSTime,GPSWeek,Lat,Lng,Alt,RelAlt,Roll,Pitch,Yaw
FMT, 164, 29, ARSP, Qffcff, TimeUS,Airspeed,DiffPress,Temp,RawPress,Offset
FMT, 166, 25, CURR, QhhhHfh, TimeUS,Throttle,Volt,Curr,Vcc,CurrTot,Volt2
FMT, 165, 27, ATT, QccccCCCC, TimeUS,DesRoll,Roll,DesPitch,Pitch,DesYaw,Yaw,ErrRP,ErrYaw
FMT, 167, 30, MAG, QhhhhhhhhhB, TimeUS,MagX,MagY,MagZ,OfsX,OfsY,OfsZ,MOfsX,MOfsY,MOfsZ,Health
FMT, 170, 13, MODE, QMB, TimeUS,Mode,ModeNum
FMT, 131, 50, GPS2, QBIHBcLLeeEefB, TimeUS,Status,GMS,GWk,NSats,HDop,Lat,Lng,RAlt,Alt,Spd,GCrs,VZ,U
FMT, 136, 49, IMU2, QffffffIIfBB, TimeUS,GyrX,GyrY,GyrZ,AccX,AccY,AccZ,ErrG,ErrA,Temp,GyHlt,AcHlt
FMT, 149, 49, IMU3, QffffffIIfBB, TimeUS,GyrX,GyrY,GyrZ,AccX,AccY,AccZ,ErrG,ErrA,Temp,GyHlt,AcHlt
FMT, 139, 29, AHR2, QccCfLL, TimeUS,Roll,Pitch,Yaw,Alt,Lat,Lng
FMT, 180, 27, POS, QLLff, TimeUS,Lat,Lng,Alt,RelAlt
FMT, 140, 29, SIM, QccCfLL, TimeUS,Roll,Pitch,Yaw,Alt,Lat,Lng
FMT, 141, 47, EKF1, QccCffffffccc, TimeUS,Roll,Pitch,Yaw,VN,VE,VD,PN,PE,PD,GX,GY,GZ
FMT, 142, 30, EKF2, Qbbbcchhhhhh, TimeUS,Ratio,AZ1bias,AZ2bias,VWN,VWE,MN,ME,MD,MX,MY,MZ
FMT, 143, 31, EKF3, Qcccccchhhc, TimeUS,IVN,IVE,IVD,IPN,IPE,IPD,IMX,IMY,IMZ,IVT
FMT, 144, 31, EKF4, QcccccccbbBBH, TimeUS,SV,SP,SH,SMX,SMY,SMZ,SVT,OFN,EFE,FS,TS,SS
FMT, 150, 34, TERR, QBLLHffHH, TimeUS,Status,Lat,Lng,Spacing,TerrH,CHeight,Pending,Loaded
FMT, 151, 18, UBX1, QBHBBH, TimeUS,Instance,noisePerMS,jamInd,aPower,agcCnt
FMT, 152, 16, UBX2, QBbBbB, TimeUS,Instance,ofsI,magI,ofsQ,magQ
FMT, 153, 24, UBX3, QBfff, TimeUS,Instance,hAcc,vAcc,sAcc
FMT, 171, 42, GRAW, QIHBBddfBbB, TimeUS,WkMS,Week,numSV,sv,cpMes,prMes,doMes,mesQI,cno,lli
FMT, 172, 24, GRXH, QdHbBB, TimeUS,rcvTime,week,leapS,numMeas,recStat
FMT, 173, 41, GRXS, QddfBBBHBBBBB, TimeUS,prMes,cpMes,doMes,gnss,sv,freq,lock,cno,prD,cpD,doD,trk
FMT, 154, 19, ESC1, Qcccc, TimeUS,RPM,Volt,Curr,Temp
FMT, 155, 19, ESC2, Qcccc, TimeUS,RPM,Volt,Curr,Temp
FMT, 156, 19, ESC3, Qcccc, TimeUS,RPM,Volt,Curr,Temp
FMT, 157, 19, ESC4, Qcccc, TimeUS,RPM,Volt,Curr,Temp
FMT, 158, 19, ESC5, Qcccc, TimeUS,RPM,Volt,Curr,Temp
FMT, 159, 19, ESC6, Qcccc, TimeUS,RPM,Volt,Curr,Temp
FMT, 160, 19, ESC7, Qcccc, TimeUS,RPM,Volt,Curr,Temp
FMT, 161, 19, ESC8, Qcccc, TimeUS,RPM,Volt,Curr,Temp
FMT, 162, 28, EKF5, QBhhhcccCC, TimeUS,normInnov,FIX,FIY,AFI,HAGL,offset,RI,meaRng,errHAGL
FMT, 168, 30, MAG2, QhhhhhhhhhB, TimeUS,MagX,MagY,MagZ,OfsX,OfsY,OfsZ,MOfsX,MOfsY,MOfsZ,Health
FMT, 169, 30, MAG3, QhhhhhhhhhB, TimeUS,MagX,MagY,MagZ,OfsX,OfsY,OfsZ,MOfsX,MOfsY,MOfsZ,Health
FMT, 174, 31, ACC1, QQfff, TimeUS,SampleUS,AccX,AccY,AccZ
FMT, 175, 31, ACC2, QQfff, TimeUS,SampleUS,AccX,AccY,AccZ
FMT, 176, 31, ACC3, QQfff, TimeUS,SampleUS,AccX,AccY,AccZ
FMT, 177, 31, GYR1, QQfff, TimeUS,SampleUS,GyrX,GyrY,GyrZ
FMT, 178, 31, GYR2, QQfff, TimeUS,SampleUS,GyrX,GyrY,GyrZ
FMT, 179, 31, GYR3, QQfff, TimeUS,SampleUS,GyrX,GyrY,GyrZ
FMT, 181, 35, PIDR, Qffffff, TimeUS,Des,P,I,D,FF,AFF
FMT, 182, 35, PIDP, Qffffff, TimeUS,Des,P,I,D,FF,AFF
FMT, 183, 35, PIDY, Qffffff, TimeUS,Des,P,I,D,FF,AFF
FMT, 184, 35, PIDA, Qffffff, TimeUS,Des,P,I,D,FF,AFF
FMT, 185, 35, PIDS, Qffffff, TimeUS,Des,P,I,D,FF,AFF
FMT, 163, 25, BAR2, Qffcf, TimeUS,Alt,Press,Temp,CRt
FMT, 186, 35, VIBE, QfffIII, TimeUS,VibeX,VibeY,VibeZ,Clip0,Clip1,Clip2
FMT, 187, 43, IMT, Qffffffff, TimeUS,DelT,DelvT,DelAX,DelAY,DelAZ,DelVX,DelVY,DelVZ
FMT, 188, 43, IMT2, Qffffffff, TimeUS,DelT,DelvT,DelAX,DelAY,DelAZ,DelVX,DelVY,DelVZ
FMT, 189, 43, IMT3, Qffffffff, TimeUS,DelT,DelvT,DelAX,DelAY,DelAZ,DelVX,DelVY,DelVZ
FMT, 190, 24, ORGN, QBLLe, TimeUS,Type,Lat,Lng,Alt
FMT, 191, 19, RPM, Qff, TimeUS,rpm1,rpm2
FMT, 2, 30, PM, QIHIhhhBH, TimeUS,LTime,MLC,gDt,GDx,GDy,GDz,I2CErr,INSErr
FMT, 3, 14, STRT, QBH, TimeUS,SType,CTot
FMT, 0, 27, CTUN, Qcccchhf, TimeUS,NavRoll,Roll,NavPitch,Pitch,ThrOut,RdrOut,AccY
FMT, 1, 33, NTUN, QCfccccfI, TimeUS,Yaw,WpDist,TargBrg,NavBrg,AltErr,Arspd,Alt,GSpdCM
FMT, 8, 31, SONR, QHfffBBf, TimeUS,DistCM,Volt,BaroAlt,GSpd,Thr,Cnt,Corr
FMT, 9, 14, ARM, QBH, TimeUS,ArmState,ArmChecks
FMT, 147, 27, ATRP, QBBcfff, TimeUS,Type,State,Servo,Demanded,Achieved,P
FMT, 10, 18, STAT, QBfBB, TimeUS,isFlying,isFlyProb,Armed,Safety
FMT, 11, 28, OF, QBffff, TimeUS,Qual,flowX,flowY,bodyX,bodyY
FMT, 6, 59, TECS, Qffffffffffff, TimeUS,h,dh,h_dem,dh_dem,sp_dem,sp,dsp,ith,iph,th,ph,dsp_dem
MSG, 3453000, ArduPlane V3.4.0 (368af2ce)
AHR2, 74915000, 62.02, -5.62, 63.80, 57.36, 53.9480997, -1.0597414
SIM, 74915000, 61.94, -6.16, 64.46, 56.42, 53.9481124, -1.0597056
POS, 74915000, 53.9481073, -1.0597059, 57.77, 27.3986
IMU, 74915000, 0.1322791, 0.9005918, 0.3520586, 2.689124, -1.031695, -23.44523, 0, 0, 0, 1, 1
IMU2, 74915000, 0.1326612, 0.9014798, 0.352388, 2.692468, -1.038129, -23.43978, 0, 0, 0, 1, 1
IMT, 74915000, 0.02, 0.02, 0.002645581, 0.01801184, 0.007041173, 0.05378249, -0.02063389, -0.4689046
IMT2, 74915000, 0.02, 0.02, 0.002653223, 0.01802959, 0.00704776, 0.05384936, -0.02076257, -0.4687956
SONR, 74915000, 0, 0, 26.98751, 20.13, 234, 0, 0
ATT, 74935000, 64.63, 62.07, -4.16, -5.98, 0.00, 65.86, 0.06, 0.02
PIDR, 74935000, 5.2, 3.610831, 0.2106348, -0.2491112, 0, 0
PIDP, 74935000, 48.0351, 33.35512, 5.35344, -0.3767635, 0, 0
PIDY, 74935000, 0, 0, 0, 0, 0, 0
PIDS, 74935000, 0, 0, 0, 0, 0, 0
EKF1, 74935000, 62.07, -5.98, 65.86, 9.308576, 19.03506, 3.636406, 163.5403, 485.527, -27.32284, 0.02, 0.01, 0.07
EKF2, 74935000, 49, 0, 0, -0.11, -0.07, 161, -3, -362, 0, 0, 0
EKF3, 74935000, -0.49, 0.58, 0.23, 0.10, 0.20, -0.56, 0, 2, 0, -0.15
EKF4, 74935000, 0.09, 0.01, 0.05, 0.00, 0.01, 0.00, 0.01, 0, 0, 0, 0, 9023
AHR2, 74935000, 62.05, -5.49, 64.90, 57.36, 53.9480997, -1.0597414
SIM, 74935000, 61.97, -6.02, 65.57, 56.35, 53.9481124, -1.0597001
POS, 74935000, 53.9481091, -1.0597002, 57.7, 27.32284
IMU, 74935000, 0.1295484, 0.90201, 0.3497707, 2.679825, -1.038604, -23.58668, 0, 0, 0, 1, 1
IMU2, 74935000, 0.1286768, 0.9014053, 0.3494507, 2.664924, -1.051735, -23.58506, 0, 0, 0, 1, 1
IMT, 74935000, 0.02, 0.02, 0.002590969, 0.0180402, 0.006995413, 0.0535965, -0.02077207, -0.4717335
IMT2, 74935000, 0.02, 0.02, 0.002573536, 0.01802811, 0.006989013, 0.05329847, -0.02103469, -0.4717012
SONR, 74935000, 0, 0, 26.98751, 20.13, 234, 0, 0
ATT, 74955000, 64.64, 62.11, -4.16, -5.86, 0.00, 66.96, 0.06, 0.02
PIDR, 74955000, 5.14, 3.569168, 0.2071071, -0.235179, 0, 0
PIDP, 74955000, 47.87246, 33.24218, 5.347471, -0.3979694, 0, 0
PIDY, 74955000, 0, 0, 0, 0, 0, 0
PIDS, 74955000, 0, 0, 0, 0, 0, 0
EKF1, 74955000, 62.11, -5.86, 66.96, 8.965506, 19.26201, 3.599025, 163.7267, 485.9043, -27.24852, 0.02, 0.01, 0.07
EKF2, 74955000, 49, 0, 0, -0.11, -0.07, 161, -3, -362, 0, 0, 0
EKF3, 74955000, -0.49, 0.58, 0.23, 0.10, 0.20, -0.48, -2, 2, 1, -0.15
EKF4, 74955000, 0.09, 0.01, 0.04, 0.01, 0.01, 0.00, 0.01, 0, 0, 0, 0, 9023
AHR2, 74955000, 62.08, -5.36, 65.99, 57.36, 53.9480997, -1.0597414
SIM, 74955000, 62.00, -5.89, 66.67, 56.29, 53.9481163, -1.0596942
POS, 74955000, 53.9481107, -1.0596944, 57.62, 27.24852
IMU, 74955000, 0.1260679, 0.9022785, 0.3476389, 2.652193, -1.045699, -23.70671, 0, 0, 0, 1, 1
IMU2, 74955000, 0.1260815, 0.9030823, 0.3478854, 2.662167, -1.050227, -23.70765, 0, 0, 0, 1, 1
IMT, 74955000, 0.02, 0.02, 0.002521358, 0.01804557, 0.006952778, 0.05304386, -0.02091397, -0.4741342
IMT2, 74955000, 0.02, 0.02, 0.00252163, 0.01806165, 0.006957708, 0.05324334, -0.02100453, -0.4741531
SONR, 74955000, 0, 0, 26.98751, 20.13, 234, 0, 0
ATT, 74975000, 64.66, 62.14, -4.16, -5.72, 0.00, 68.06, 0.06, 0.02
PIDR, 74975000, 5.1, 3.541392, 0.2037912, -0.2210661, 0, 0
PIDP, 74975000, 47.7219, 33.13763, 5.341175, -0.419715, 0, 0
PIDY, 74975000, 0, 0, 0, 0, 0, 0
PIDS, 74975000, 0, 0, 0, 0, 0, 0
EKF1, 74975000, 62.14, -5.72, 68.06, 8.615248, 19.48236, 3.560624, 163.9055, 486.2861, -27.17508, 0.02, 0.01, 0.07
EKF2, 74975000, 49, 0, 0, -0.11, -0.07, 161, -3, -362, 0, 0, 0
EKF3, 74975000, -0.49, 0.58, 0.23, 0.10, 0.20, -0.41, -4, 2, 2, -0.15
EKF4, 74975000, 0.09, 0.01, 0.04, 0.02, 0.00, 0.01, 0.01, 0, 0, 0, 0, 9023
AHR2, 74975000, 62.11, -5.23, 67.09, 57.36, 53.9480997, -1.0597414
SIM, 74975000, 62.03, -5.76, 67.77, 56.22, 53.9481163, -1.0596883
POS, 74975000, 53.9481123, -1.0596886, 57.55, 27.17508
IMU, 74975000, 0.1221865, 0.9021054, 0.3456694, 2.634802, -1.064735, -23.82364, 0, 0, 0, 1, 1
IMU2, 74975000, 0.1230024, 0.9021606, 0.3445832, 2.639477, -1.053473, -23.81919, 0, 0, 0, 1, 1
IMT, 74975000, 0.02, 0.02, 0.00244373, 0.01804211, 0.006913387, 0.05269603, -0.02129471, -0.4764727
IMT2, 74975000, 0.02, 0.02, 0.002460049, 0.01804321, 0.006891663, 0.05278953, -0.02106947, -0.4763837
SONR, 74975000, 0, 0, 26.98751, 20.13, 234, 0, 0
ATT, 74995000, 64.67, 62.17, -4.16, -5.59, 0.00, 69.15, 0.06, 0.02
PIDR, 74995000, 5.06, 3.513616, 0.200727, -0.2042782, 0, 0
PIDP, 74995000, 47.53049, 33.00472, 5.334626, -0.4365891, 0, 0
PIDY, 74995000, 0, 0, 0, 0, 0, 0
PIDS, 74995000, 0, 0, 0, 0, 0, 0
EKF1, 74995000, 62.17, -5.59, 69.15, 8.258883, 19.69577, 3.520867, 164.0772, 486.6722, -27.10284, 0.02, 0.01, 0.07
EKF2, 74995000, 49, 0, 0, -0.11, -0.07, 161, -3, -362, 0, 0, 0
EKF3, 74995000, -0.49, 0.58, 0.23, 0.10, 0.20, -0.33, -6, 1, 4, -0.15
EKF4, 74995000, 0.09, 0.01, 0.03, 0.03, 0.00, 0.01, 0.01, 0, 0, 0, 0, 9023
AHR2, 74995000, 62.14, -5.10, 68.18, 57.36, 53.9480997, -1.0597414
SIM, 74995000, 62.06, -5.62, 68.88, 56.15, 53.9481201, -1.0596824
POS, 74995000, 53.9481139, -1.0596827, 57.48, 27.10284
IMU, 74995000, 0.1197867, 0.9028772, 0.3428688, 2.61848, -1.062674, -23.92168, 0, 0, 0, 1, 1
IMU2, 74995000, 0.1204595, 0.9029912, 0.3429257, 2.625046, -1.074555, -23.91246, 0, 0, 0, 1, 1
IMT, 74995000, 0.02, 0.02, 0.002395733, 0.01805754, 0.006857375, 0.0523696, -0.02125347, -0.4784335
IMT2, 74995000, 0.02, 0.02, 0.00240919, 0.01805982, 0.006858515, 0.05250093, -0.0214911, -0.4782491
MAG, 74995000, 18, -397, -35, 4, 13, -15, 0, 0, 0, 1
MAG2, 74995000, 18, -397, -35, 4, 13, -15, 0, 0, 0, 1
ARSP, 74995000, 21.88185, 240.1763, 0.00, 240.1763, 2013.475
BARO, 74995000, 26.67857, 100652.6, 29.61, -4.00744
TECS, 74995000, 27.10284, -3.520867, 19.99998, 0, 20.38813, 21.72078, 3.655796, -0.2885908, -23.97665, 0.3901015, -0.0615693, 0
SONR, 74995000, 0, 0, 26.67857, 20.13, 234, 0, 0
CURR, 74995000, 0, 1229, 1944, 5000, 203.672, 0
TERR, 74995000, 2, 53.9481139, -1.0596827, 100, 15.88033, 21.68934, 0, 336
STAT, 74995000, 1, 1, 1, 0
CTUN, 74995000, 64.69, 62.17, -4.16, -5.59, 39, 175, -1.062674
NTUN, 74995000, 69.15, 170.4552, 23.91, 23.86, -7.10, 21.02, 26.67857, 2012
RCIN, 74995000, 1500, 1500, 1000, 1500, 1800, 1000, 1000, 1800, 0, 0, 0, 0, 0, 0
RCOU, 74995000, 1538, 1081, 1390, 1481, 1500, 1500, 1500, 1500, 1000, 1000, 1000, 1000
VIBE, 74995000, 0.01014793, 0.007473008, 0.07977734, 0, 0, 0
ATT, 75015000, 64.69, 62.21, -4.16, -5.46, 0.00, 70.24, 0.06, 0.02
PIDR, 75015000, 5.04, 3.499728, 0.1978549, -0.1914718, 0, 0
PIDP, 75015000, 47.35648, 32.88389, 5.32773, -0.4597744, 0, 0
PIDY, 75015000, 0, 0, 0, 0, 0, 0
PIDS, 75015000, 0, 0, 0, 0, 0, 0
EKF1, 75015000, 62.21, -5.46, 70.24, 7.898043, 19.9046, 3.481729, 164.2428, 487.0649, -27.02989, 0.02, 0.01, 0.07
EKF2, 75015000, 49, 0, 0, -0.11, -0.07, 161, -3, -362, 0, 0, 0
EKF3, 75015000, -0.49, 0.58, 0.23, 0.10, 0.20, -0.57, 1, 2, -1, -0.24
EKF4, 75015000, 0.09, 0.01, 0.05, 0.00, 0.01, 0.00, 0.01, 0, 0, 0, 0, 9023
AHR2, 75015000, 62.17, -4.96, 69.27, 57.05, 53.9480997, -1.0597414
SIM, 75015000, 62.09, -5.48, 69.98, 56.09, 53.9481201, -1.0596765
POS, 75015000, 53.9481154, -1.0596767, 57.4, 27.02989
IMU, 75015000, 0.1172564, 0.9025174, 0.3420603, 2.605992, -1.073221, -23.99591, 0, 0, 0, 1, 1
IMU2, 75015000, 0.1169484, 0.9024151, 0.3419539, 2.610775, -1.086494, -24.0036, 0, 0, 0, 1, 1
IMT, 75015000, 0.02, 0.02, 0.002345129, 0.01805035, 0.006841205, 0.05211984, -0.02146441, -0.4799183
IMT2, 75015000, 0.02, 0.02, 0.002338968, 0.0180483, 0.006839077, 0.05221549, -0.02172988, -0.4800719
UBX3, 75015000, 0, 1.5, 2, 0.4
GPS, 75015000, 3, 338086607, 1895, 10, 1.21, 53.948101, -1.0597372, 27.10, 56.83, 20.80, 55.07, 3.64, 1
SONR, 75015000, 0, 0, 26.67857, 20.8, 234, 0, 0
ATT, 75035000, 64.70, 62.16, -3.52, -5.30, 0.00, 71.34, 0.06, 0.02
PIDR, 75035000, 4.98, 3.397815, 0.1952542, -0.1733793, 0, 0
PIDP, 75035000, 47.69313, 32.54065, 5.321626, -0.4068959, 0, 0
PIDY, 75035000, 0, 0, 0, 0, 0, 0
PIDS, 75035000, 0, 0, 0, 0, 0, 0
EKF1, 75035000, 62.16, -5.30, 71.34, 7.532945, 20.10447, 3.440071, 164.4042, 487.4597, -26.95852, 0.02, 0.01, 0.07
EKF2, 75035000, 49, 0, 0, -0.11, -0.07, 161, -3, -362, 0, 0, 0
EKF3, 75035000, -0.69, 0.49, 0.18, -0.35, 0.26, -0.49, 0, 2, 0, -0.24
EKF4, 75035000, 0.09, 0.02, 0.04, 0.00, 0.01, 0.00, 0.01, 0, 0, 0, 0, 9023
AHR2, 75035000, 62.20, -4.83, 70.36, 57.05, 53.9481223, -1.0596852
SIM, 75035000, 62.11, -5.34, 71.08, 56.02, 53.9481201, -1.0596703
POS, 75035000, 53.9481168, -1.0596707, 57.33, 26.95852
IMU, 75035000, 0.114642, 0.901381, 0.3406966, 2.596399, -1.100452, -24.08611, 0, 0, 0, 1, 1
IMU2, 75035000, 0.1133959, 0.9015769, 0.3409555, 2.596683, -1.100351, -24.09033, 0, 0, 0, 1, 1
IMT, 75035000, 0.02, 0.02, 0.00229284, 0.01802762, 0.006813933, 0.05192798, -0.02200904, -0.4817221
IMT2, 75035000, 0.02, 0.02, 0.002267917, 0.01803154, 0.00681911, 0.05193366, -0.02200703, -0.4818065
SONR, 75035000, 0, 0, 26.67857, 20.8, 234, 0, 0
ATT, 75055000, 64.72, 62.20, -3.52, -5.17, 0.00, 72.43, 0.06, 0.01
PIDR, 75055000, 5.12, 3.493336, 0.1931389, -0.1410211, 0, 0
PIDP, 75055000, 47.27957, 32.25848, 5.314979, -0.4431317, 0, 0
PIDY, 75055000, 0, 0, 0, 0, 0, 0
PIDS, 75055000, 0, 0, 0, 0, 0, 0
EKF1, 75055000, 62.20, -5.17, 72.43, 7.16366, 20.29613, 3.396409, 164.5591, 487.8584, -26.88871, 0.02, 0.01, 0.07
EKF2, 75055000, 49, 0, 0, -0.11, -0.07, 161, -3, -362, 0, 0, 0
EKF3, 75055000, -0.69, 0.49, 0.18, -0.35, 0.26, -0.42, -2, 2, 0, -0.24
EKF4, 75055000, 0.09, 0.02, 0.04, 0.01, 0.01, 0.00, 0.01, 0, 0, 0, 0, 9023
AHR2, 75055000, 62.23, -4.70, 71.45, 57.05, 53.9481223, -1.0596852
SIM, 75055000, 62.14, -5.21, 72.18, 55.96, 53.9481239, -1.0596642
POS, 75055000, 53.9481182, -1.0596646, 57.26, 26.88871
IMU, 75055000, 0.1130231, 0.8999506, 0.3400597, 2.565877, -1.103398, -24.1354, 0, 0, 0, 1, 1
IMU2, 75055000, 0.112953, 0.8992086, 0.3411273, 2.563298, -1.104966, -24.14331, 0, 0, 0, 1, 1
IMT, 75055000, 0.02, 0.02, 0.002260463, 0.01799901, 0.006801193, 0.05131754, -0.02206796, -0.4827079
IMT2, 75055000, 0.02, 0.02, 0.00225906, 0.01798417, 0.006822546, 0.05126596, -0.02209931, -0.4828662
SONR, 75055000, 0, 0, 26.67857, 20.8, 234, 0, 0
ATT, 75075000, 64.73, 62.23, -3.52, -5.04, 0.00, 73.52, 0.06, 0.01
PIDR, 75075000, 5.06, 3.452399, 0.1910219, -0.141136, 0, 0
PIDP, 75075000, 47.1038, 32.13856, 5.30823, -0.4499429, 0, 0
PIDY, 75075000, 0, 0, 0, 0, 0, 0
PIDS, 75075000, 0, 0, 0, 0, 0, 0
EKF1, 75075000, 62.23, -5.04, 73.52, 6.788912, 20.48011, 3.352563, 164.7058, 488.2608, -26.81986, 0.02, 0.01, 0.07
EKF2, 75075000, 49, 0, 0, -0.11, -0.07, 161, -3, -362, 0, 0, 0
EKF3, 75075000, -0.69, 0.49, 0.18, -0.35, 0.26, -0.35, -4, 2, 2, -0.24
EKF4, 75075000, 0.09, 0.02, 0.03, 0.02, 0.01, 0.01, 0.01, 0, 0, 0, 0, 9023
AHR2, 75075000, 62.27, -4.57, 72.53, 57.05, 53.9481223, -1.0596852
SIM, 75075000, 62.17, -5.07, 73.27, 55.89, 53.9481239, -1.059658
POS, 75075000, 53.9481195, -1.0596584, 57.19, 26.81986
IMU, 75075000, 0.110645, 0.897857, 0.3407091, 2.549176, -1.109287, -24.18659, 0, 0, 0, 1, 1
IMU2, 75075000, 0.1105296, 0.8974893, 0.339807, 2.543841, -1.100074, -24.19208, 0, 0, 0, 1, 1
IMT, 75075000, 0.02, 0.02, 0.0022129, 0.01795714, 0.006814183, 0.05098351, -0.02218574, -0.4837317
IMT2, 75075000, 0.02, 0.02, 0.002210591, 0.01794979, 0.00679614, 0.05087682, -0.02200148, -0.4838415
SONR, 75075000, 0, 0, 26.67857, 20.8, 234, 0, 0
ATT, 75095000, 64.74, 62.26, -3.52, -4.91, 0.00, 74.61, 0.06, 0.02
PIDR, 75095000, 5.02, 3.425107, 0.1890535, -0.1312223, 0, 0
PIDP, 75095000, 46.92974, 32.01979, 5.301382, -0.4565436, 0, 0
PIDY, 75095000, 0, 0, 0, 0, 0, 0
PIDS, 75095000, 0, 0, 0, 0, 0, 0
EKF1, 75095000, 62.26, -4.91, 74.61, 6.409659, 20.65636, 3.307909, 164.845, 488.6668, -26.75231, 0.02, 0.01, 0.07
EKF2, 75095000, 49, 0, 0, -0.11, -0.07, 161, -3, -362, 0, 0, 0
EKF3, 75095000, -0.69, 0.49, 0.18, -0.35, 0.26, -0.28, -6, 2, 2, -0.24
EKF4, 75095000, 0.09, 0.02, 0.02, 0.03, 0.01, 0.01, 0.01, 0, 0, 0, 0, 9023
AHR2, 75095000, 62.30, -4.44, 73.62, 57.05, 53.9481223, -1.0596852
SIM, 75095000, 62.20, -4.93, 74.36, 55.83, 53.9481277, -1.0596516
POS, 75095000, 53.9481208, -1.0596522, 57.13, 26.75231
IMU, 75095000, 0.1081861, 0.8957199, 0.340824, 2.540008, -1.11597, -24.23018, 0, 0, 0, 1, 1
IMU2, 75095000, 0.1087156, 0.8959634, 0.3396981, 2.533895, -1.107723, -24.24008, 0, 0, 0, 1, 1
IMT, 75095000, 0.02, 0.02, 0.002163721, 0.0179144, 0.00681648, 0.05080016, -0.0223194, -0.4846037
IMT2, 75095000, 0.02, 0.02, 0.002174311, 0.01791927, 0.006793963, 0.0506779, -0.02215446, -0.4848016
MAG, 75095000, 8, -398, -29, 4, 13, -15, 0, 0, 0, 1
MAG2, 75095000, 8, -398, -29, 4, 13, -15, 0, 0, 0, 1
ARSP, 75095000, 22.24356, 248.1821, 0.00, 248.1821, 2013.475
BARO, 75095000, 26.24113, 100657.7, 29.61, -3.863664
TECS, 75095000, 26.75231, -3.307909, 19.99998, 0, 20.38813, 22.05495, 3.45725, -0.2915507, -24.28511, 0.3793103, -0.05097941, 0
SONR, 75095000, 0, 0, 26.24113, 20.8, 234, 0, 0
CTUN, 75095000, 64.76, 62.26, -3.52, -4.91, 39, 173, -1.11597
NTUN, 75095000, 74.61, 171.9061, 23.91, 23.86, -6.75, 21.39, 26.24113, 2080
RCIN, 75095000, 1500, 1500, 1000, 1500, 1800, 1000, 1000, 1800, 0, 0, 0, 0, 0, 0
RCOU, 75095000, 1538, 1092, 1390, 1481, 1500, 1500, 1500, 1500, 1000, 1000, 1000, 1000
VIBE, 75095000, 0.01231963, 0.007265226, 0.04063047, 0, 0, 0
ATT, 75115000, 64.76, 62.31, -3.52, -4.79, 0.00, 75.69, 0.06, 0.02
PIDR, 75115000, 5, 3.411461, 0.1872414, -0.1208109, 0, 0
PIDP, 75115000, 46.75375, 31.89972, 5.294425, -0.4637776, 0, 0
PIDY, 75115000, 0, 0, 0, 0, 0, 0
PIDS, 75115000, 0, 0, 0, 0, 0, 0
EKF1, 75115000, 62.31, -4.79, 75.69, 6.027865, 20.82837, 3.265331, 164.9777, 489.0797, -26.68327, 0.02, 0.01, 0.07
EKF2, 75115000, 49, 0, 0, -0.11, -0.07, 161, -3, -362, 0, 0, 0
EKF3, 75115000, -0.69, 0.49, 0.18, -0.35, 0.26, -0.64, 1, 2, -1, -0.33
EKF4, 75115000, 0.09, 0.02, 0.06, 0.00, 0.01, 0.00, 0.02, 0, 0, 0, 0, 9023
AHR2, 75115000, 62.34, -4.32, 74.70, 56.62, 53.9481223, -1.0596852
SIM, 75115000, 62.23, -4.80, 75.46, 55.77, 53.9481277, -1.0596455
POS, 75115000, 53.948122, -1.0596459, 57.06, 26.68327
IMU, 75115000, 0.1070303, 0.8942459, 0.3399732, 2.511386, -1.126541, -24.26223, 0, 0, 0, 1, 1
IMU2, 75115000, 0.1065697, 0.8947906, 0.3400837, 2.5236, -1.116718, -24.26618, 0, 0, 0, 1, 1
IMT, 75115000, 0.02, 0.02, 0.002140605, 0.01788492, 0.006799464, 0.05022771, -0.02253083, -0.4852446
IMT2, 75115000, 0.02, 0.02, 0.002131394, 0.01789581, 0.006801674, 0.050472, -0.02233435, -0.4853235
